genome,location,length
V1LD.contigs.10kb_virus_k127_715034 flag=0 multi=18.0000 len=211428.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_715034 flag=0 multi=18.0000 len=211428.fasta,211428
V1LD.contigs.10kb_virus_k127_715356 flag=1 multi=29.0000 len=68587.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_715356 flag=1 multi=29.0000 len=68587.fasta,68587
V1LD.contigs.10kb_virus_k127_716841 flag=1 multi=11.0000 len=65563.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_716841 flag=1 multi=11.0000 len=65563.fasta,65563
V1LD.contigs.10kb_virus_k127_718920 flag=0 multi=9.0000 len=66627.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_718920 flag=0 multi=9.0000 len=66627.fasta,66627
V1LD.contigs.10kb_virus_k127_727706 flag=0 multi=13.9962 len=68506.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_727706 flag=0 multi=13.9962 len=68506.fasta,68506
V1LD.contigs.10kb_virus_k127_728102 flag=1 multi=10.0000 len=55764.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_728102 flag=1 multi=10.0000 len=55764.fasta,55764
V1LD.contigs.10kb_virus_k127_754274 flag=0 multi=20.6883 len=60828.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_754274 flag=0 multi=20.6883 len=60828.fasta,60828
V1LD.contigs.10kb_virus_k127_75438 flag=3 multi=29.0000 len=66356.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_75438 flag=3 multi=29.0000 len=66356.fasta,66356
V1LD.contigs.10kb_virus_k127_758434 flag=1 multi=70.9942 len=120675.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_758434 flag=1 multi=70.9942 len=120675.fasta,120675
V1LD.contigs.10kb_virus_k127_758859 flag=0 multi=55.9953 len=120158.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_758859 flag=0 multi=55.9953 len=120158.fasta,120158
V1LD.contigs.10kb_virus_k127_759766 flag=1 multi=9.0000 len=60890.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_759766 flag=1 multi=9.0000 len=60890.fasta,60890
V1LD.contigs.10kb_virus_k127_76164 flag=3 multi=321.0000 len=91569.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_76164 flag=3 multi=321.0000 len=91569.fasta,91569
V1LD.contigs.10kb_virus_k127_763823 flag=1 multi=9.0000 len=53203.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_763823 flag=1 multi=9.0000 len=53203.fasta,53203
V1LD.contigs.10kb_virus_k127_769112 flag=0 multi=19.9048 len=87435.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_769112 flag=0 multi=19.9048 len=87435.fasta,87435
V1LD.contigs.10kb_virus_k127_77254 flag=3 multi=225.0000 len=74290.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_77254 flag=3 multi=225.0000 len=74290.fasta,74290
V1LD.contigs.10kb_virus_k127_776843 flag=0 multi=19.9971 len=66391.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_776843 flag=0 multi=19.9971 len=66391.fasta,66391
V1LD.contigs.10kb_virus_k127_787628 flag=1 multi=9.9999 len=61138.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_787628 flag=1 multi=9.9999 len=61138.fasta,61138
V1LD.contigs.10kb_virus_k127_788658|provirus_69246_133905.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_788658|provirus_69246_133905.fasta,64660
V1LD.contigs.10kb_virus_k127_788798 flag=0 multi=32.9937 len=50562.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_788798 flag=0 multi=32.9937 len=50562.fasta,50562
V1LD.contigs.10kb_virus_k127_790813 flag=0 multi=19.0000 len=54542.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_790813 flag=0 multi=19.0000 len=54542.fasta,54542
V1LD.contigs.10kb_virus_k127_790946 flag=0 multi=8.9987 len=60115.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_790946 flag=0 multi=8.9987 len=60115.fasta,60115
V1LD.contigs.10kb_virus_k127_806894 flag=1 multi=15.0000 len=120503.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_806894 flag=1 multi=15.0000 len=120503.fasta,120503
V1LD.contigs.10kb_virus_k127_810423 flag=1 multi=19.0000 len=64007.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_810423 flag=1 multi=19.0000 len=64007.fasta,64007
V1LD.contigs.10kb_virus_k127_82052 flag=0 multi=22.5472 len=76263.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_82052 flag=0 multi=22.5472 len=76263.fasta,76263
V1LD.contigs.10kb_virus_k127_84600 flag=0 multi=33.9938 len=54803.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_84600 flag=0 multi=33.9938 len=54803.fasta,54803
V1LD.contigs.10kb_virus_k127_846514 flag=3 multi=27.7005 len=82869.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_846514 flag=3 multi=27.7005 len=82869.fasta,82869
V1LD.contigs.10kb_virus_k127_848176 flag=1 multi=11.4862 len=51630.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_848176 flag=1 multi=11.4862 len=51630.fasta,51630
V1LD.contigs.10kb_virus_k127_85271 flag=0 multi=20.8645 len=53550.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_85271 flag=0 multi=20.8645 len=53550.fasta,53550
V1LD.contigs.10kb_virus_k127_859958 flag=1 multi=8.0000 len=52042.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_859958 flag=1 multi=8.0000 len=52042.fasta,52042
V1LD.contigs.10kb_virus_k127_8655 flag=1 multi=12.1402 len=148251.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_8655 flag=1 multi=12.1402 len=148251.fasta,148251
V1LD.contigs.10kb_virus_k127_870594 flag=0 multi=15.5014 len=208989.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_870594 flag=0 multi=15.5014 len=208989.fasta,208989
V1LD.contigs.10kb_virus_k127_873301 flag=0 multi=20.9962 len=52531.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_873301 flag=0 multi=20.9962 len=52531.fasta,52531
V1LD.contigs.10kb_virus_k127_88966 flag=0 multi=15.0000 len=76356.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_88966 flag=0 multi=15.0000 len=76356.fasta,76356
V1LD.contigs.10kb_virus_k127_890392 flag=0 multi=48.9914 len=55936.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_890392 flag=0 multi=48.9914 len=55936.fasta,55936
V1LD.contigs.10kb_virus_k127_897596 flag=0 multi=21.0000 len=157320.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_897596 flag=0 multi=21.0000 len=157320.fasta,157320
V1LD.contigs.10kb_virus_k127_904789 flag=1 multi=20.0000 len=57258.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_904789 flag=1 multi=20.0000 len=57258.fasta,57258
V1LD.contigs.10kb_virus_k127_906224 flag=3 multi=27.0000 len=76123.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_906224 flag=3 multi=27.0000 len=76123.fasta,76123
V1LD.contigs.10kb_virus_k127_908052 flag=1 multi=11.9997 len=214187.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_908052 flag=1 multi=11.9997 len=214187.fasta,214187
V1LD.contigs.10kb_virus_k127_912386 flag=3 multi=63.0000 len=58210.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_912386 flag=3 multi=63.0000 len=58210.fasta,58210
V1LD.contigs.10kb_virus_k127_913581 flag=3 multi=15.9957 len=66848.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_913581 flag=3 multi=15.9957 len=66848.fasta,66848
V1LD.contigs.10kb_virus_k127_913595 flag=0 multi=16.7444 len=59692.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_913595 flag=0 multi=16.7444 len=59692.fasta,59692
V1LD.contigs.10kb_virus_k127_915224 flag=1 multi=15.0000 len=58423.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_915224 flag=1 multi=15.0000 len=58423.fasta,58423
V1LD.contigs.10kb_virus_k127_915610 flag=1 multi=8.0000 len=53324.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_915610 flag=1 multi=8.0000 len=53324.fasta,53324
V1LD.contigs.10kb_virus_k127_925156 flag=0 multi=36.7103 len=59402.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_925156 flag=0 multi=36.7103 len=59402.fasta,59402
V1LD.contigs.10kb_virus_k127_93524 flag=1 multi=8.0000 len=50453.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_93524 flag=1 multi=8.0000 len=50453.fasta,50453
V1LD.contigs.10kb_virus_k127_949071 flag=1 multi=11.0000 len=99397.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_949071 flag=1 multi=11.0000 len=99397.fasta,99397
V1LD.contigs.10kb_virus_k127_95088 flag=1 multi=53.0000 len=58792.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_95088 flag=1 multi=53.0000 len=58792.fasta,58792
V1LD.contigs.10kb_virus_k127_953506 flag=0 multi=11.9767 len=57448.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_953506 flag=0 multi=11.9767 len=57448.fasta,57448
V1LD.contigs.10kb_virus_k127_961570 flag=1 multi=35.0000 len=58981.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_961570 flag=1 multi=35.0000 len=58981.fasta,58981
V1LD.contigs.10kb_virus_k127_966563 flag=1 multi=32.5507 len=54300.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_966563 flag=1 multi=32.5507 len=54300.fasta,54300
V1LD.contigs.10kb_virus_k127_96887 flag=1 multi=10.0000 len=57692.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_96887 flag=1 multi=10.0000 len=57692.fasta,57692
V1LD.contigs.10kb_virus_k127_975359 flag=1 multi=9.0000 len=57368.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_975359 flag=1 multi=9.0000 len=57368.fasta,57368
V1LD.contigs.10kb_virus_k127_998026 flag=0 multi=19.1812 len=64878.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1LD.contigs.10kb_virus_k127_998026 flag=0 multi=19.1812 len=64878.fasta,64878
V1plus-DMSO-10kb.contigs_virus_k127_109272 flag=3 multi=35.0000 len=121738.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_109272 flag=3 multi=35.0000 len=121738.fasta,121738
V1plus-DMSO-10kb.contigs_virus_k127_122889 flag=0 multi=50.3671 len=74960.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_122889 flag=0 multi=50.3671 len=74960.fasta,74960
V1plus-DMSO-10kb.contigs_virus_k127_124673 flag=0 multi=86.1150 len=51895.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_124673 flag=0 multi=86.1150 len=51895.fasta,51895
V1plus-DMSO-10kb.contigs_virus_k127_126106 flag=1 multi=26.0000 len=50634.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_126106 flag=1 multi=26.0000 len=50634.fasta,50634
V1plus-DMSO-10kb.contigs_virus_k127_138539 flag=0 multi=60.9867 len=54220.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_138539 flag=0 multi=60.9867 len=54220.fasta,54220
V1plus-DMSO-10kb.contigs_virus_k127_140071 flag=1 multi=26.0000 len=85827.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_140071 flag=1 multi=26.0000 len=85827.fasta,85827
V1plus-DMSO-10kb.contigs_virus_k127_143553 flag=1 multi=23.0000 len=72846.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_143553 flag=1 multi=23.0000 len=72846.fasta,72846
V1plus-DMSO-10kb.contigs_virus_k127_151440 flag=3 multi=332.0000 len=63080.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_151440 flag=3 multi=332.0000 len=63080.fasta,63080
V1plus-DMSO-10kb.contigs_virus_k127_152318 flag=0 multi=85.0000 len=54860.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_152318 flag=0 multi=85.0000 len=54860.fasta,54860
V1plus-DMSO-10kb.contigs_virus_k127_188738 flag=1 multi=62.0000 len=58990.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_188738 flag=1 multi=62.0000 len=58990.fasta,58990
V1plus-DMSO-10kb.contigs_virus_k127_191374 flag=3 multi=405.0000 len=74290.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_191374 flag=3 multi=405.0000 len=74290.fasta,74290
V1plus-DMSO-10kb.contigs_virus_k127_199433 flag=1 multi=64.0000 len=88969.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_199433 flag=1 multi=64.0000 len=88969.fasta,88969
V1plus-DMSO-10kb.contigs_virus_k127_207166 flag=0 multi=24.9918 len=58393.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_207166 flag=0 multi=24.9918 len=58393.fasta,58393
V1plus-DMSO-10kb.contigs_virus_k127_209234 flag=0 multi=30.9946 len=55899.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_209234 flag=0 multi=30.9946 len=55899.fasta,55899
V1plus-DMSO-10kb.contigs_virus_k127_217674 flag=0 multi=62.9196 len=120170.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_217674 flag=0 multi=62.9196 len=120170.fasta,120170
V1plus-DMSO-10kb.contigs_virus_k127_269167 flag=1 multi=26.0000 len=51596.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_269167 flag=1 multi=26.0000 len=51596.fasta,51596
V1plus-DMSO-10kb.contigs_virus_k127_273459 flag=0 multi=23.9959 len=55679.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_273459 flag=0 multi=23.9959 len=55679.fasta,55679
V1plus-DMSO-10kb.contigs_virus_k127_291763 flag=0 multi=28.0000 len=56148.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_291763 flag=0 multi=28.0000 len=56148.fasta,56148
V1plus-DMSO-10kb.contigs_virus_k127_297656 flag=0 multi=48.0000 len=54605.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_297656 flag=0 multi=48.0000 len=54605.fasta,54605
V1plus-DMSO-10kb.contigs_virus_k127_30128 flag=3 multi=259.9591 len=63425.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_30128 flag=3 multi=259.9591 len=63425.fasta,63425
V1plus-DMSO-10kb.contigs_virus_k127_307120 flag=1 multi=28.0000 len=50152.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_307120 flag=1 multi=28.0000 len=50152.fasta,50152
V1plus-DMSO-10kb.contigs_virus_k127_310881 flag=1 multi=69.0000 len=51254.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_310881 flag=1 multi=69.0000 len=51254.fasta,51254
V1plus-DMSO-10kb.contigs_virus_k127_330574 flag=0 multi=30.9475 len=72381.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_330574 flag=0 multi=30.9475 len=72381.fasta,72381
V1plus-DMSO-10kb.contigs_virus_k127_336693 flag=1 multi=50.0000 len=67966.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_336693 flag=1 multi=50.0000 len=67966.fasta,67966
V1plus-DMSO-10kb.contigs_virus_k127_339585 flag=1 multi=27.0000 len=51753.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_339585 flag=1 multi=27.0000 len=51753.fasta,51753
V1plus-DMSO-10kb.contigs_virus_k127_348888 flag=0 multi=32.9875 len=51306.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_348888 flag=0 multi=32.9875 len=51306.fasta,51306
V1plus-DMSO-10kb.contigs_virus_k127_371711 flag=0 multi=37.3770 len=69186.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_371711 flag=0 multi=37.3770 len=69186.fasta,69186
V1plus-DMSO-10kb.contigs_virus_k127_37385|provirus_1_62241.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_37385|provirus_1_62241.fasta,62241
V1plus-DMSO-10kb.contigs_virus_k127_377240 flag=1 multi=24.0000 len=57145.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_377240 flag=1 multi=24.0000 len=57145.fasta,57145
V1plus-DMSO-10kb.contigs_virus_k127_377959 flag=0 multi=25.0000 len=59074.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_377959 flag=0 multi=25.0000 len=59074.fasta,59074
V1plus-DMSO-10kb.contigs_virus_k127_404068 flag=1 multi=30.1023 len=61964.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_404068 flag=1 multi=30.1023 len=61964.fasta,61964
V1plus-DMSO-10kb.contigs_virus_k127_412580 flag=1 multi=71.2938 len=78630.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_412580 flag=1 multi=71.2938 len=78630.fasta,78630
V1plus-DMSO-10kb.contigs_virus_k127_430063 flag=1 multi=32.0000 len=50771.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_430063 flag=1 multi=32.0000 len=50771.fasta,50771
V1plus-DMSO-10kb.contigs_virus_k127_432448 flag=3 multi=49.0009 len=53390.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_432448 flag=3 multi=49.0009 len=53390.fasta,53390
V1plus-DMSO-10kb.contigs_virus_k127_432455 flag=3 multi=46.0008 len=57234.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_432455 flag=3 multi=46.0008 len=57234.fasta,57234
V1plus-DMSO-10kb.contigs_virus_k127_432906 flag=3 multi=58.0007 len=81553.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_432906 flag=3 multi=58.0007 len=81553.fasta,81553
V1plus-DMSO-10kb.contigs_virus_k127_81443 flag=3 multi=337.0000 len=118631.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_81443 flag=3 multi=337.0000 len=118631.fasta,118631
V1plus-DMSO-10kb.contigs_virus_k127_85010 flag=0 multi=75.6617 len=81998.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V1plus-DMSO-10kb.contigs_virus_k127_85010 flag=0 multi=75.6617 len=81998.fasta,81998
